Voltage_measured,Current_measured,Temperature_measured,SoC,cycle_number,battery_id,SoH,SEI_Thickness_nm,Internal_Resistance_mOhm,battery_id_encoded
3.9644297048238255,-0.9123190307184996,5.67826964672318,97.69972097435466,1,B0047,83.6263218891919,0.093196607911903,3.852386347778967,22
3.843125551534664,-0.9953344258737454,6.408628778958751,92.5100611869023,1,B0047,83.6263218891919,0.0906960767537574,4.490626617278892,22
3.796379539425812,-0.9956014006964417,7.576324853435199,87.42297961447301,1,B0047,83.6263218891919,0.1018521925657368,3.7523369591144258,22
3.74950991219682,-0.9951866095228376,8.334521724605734,82.44434158103651,1,B0047,83.6263218891919,0.1131097985863299,4.9601598962669655,22
3.699625280228132,-0.9952656828597466,7.389032119900674,77.46575658437939,1,B0047,83.6263218891919,0.0947258239416334,4.031434211251498,22
3.646471182926708,-0.9955354514760344,7.006770142703706,72.48644007545624,1,B0047,83.6263218891919,0.0951434913846877,3.642989149258888,22
3.612911833234104,-0.9954491429971886,7.581403729197862,67.50460769076284,1,B0047,83.6263218891919,0.1151904520742891,5.060686349782261,22
3.585190640599009,-0.9948519458638848,8.098569582228425,62.52377282975706,1,B0047,83.6263218891919,0.1087490450780502,4.341213809608993,22
3.556933014131284,-0.9952186237139076,7.664539755541397,57.54480448029216,1,B0047,83.6263218891919,0.0961766605727072,3.650141168412316,22
3.5154824634019346,-0.9950412128616356,6.884367968332476,52.561765474101705,1,B0047,83.6263218891919,0.1057311295789085,3.8309681333262526,22
3.49315211061148,-0.9958196655339124,7.785949628248261,47.57599099263027,1,B0047,83.6263218891919,0.0980200402178968,4.217393772385898,22
3.4763985918951867,-0.9951895529031808,8.489783649854797,42.58338199681219,1,B0047,83.6263218891919,0.0998184731681318,3.910876258231743,22
3.457723204147885,-0.9951626821622864,8.728505215806459,37.59464546489136,1,B0047,83.6263218891919,0.1078389279544805,4.084237751076501,22
3.4160109121553988,-0.9952612597347552,7.593076356361173,32.60685971942469,1,B0047,83.6263218891919,0.0850750837777358,3.477727745111152,22
3.382492809874933,-0.9954928101707564,8.467745649016692,27.60897356362239,1,B0047,83.6263218891919,0.0895782975128768,3.153043851799133,22
3.351198070165629,-0.9953800262604936,9.241165374752358,22.573280562794963,1,B0047,83.6263218891919,0.1035796788872704,4.145802340114731,22
3.3074363178949064,-0.995623151597239,9.734092078753145,17.536540168394545,1,B0047,83.6263218891919,0.1012445672144409,4.22768014848593,22
3.212261942125298,-0.9952858742619132,8.664313295750896,12.496639718414636,1,B0047,83.6263218891919,0.1150632346203654,4.306289781404804,22
3.083826645579029,-0.9956354654854672,9.735633069516282,7.454522417514416,1,B0047,83.6263218891919,0.1088727582691886,3.902641495836911,22
2.873659686654664,-0.9956812912694548,10.9813009174641,2.417971275638496,1,B0047,83.6263218891919,0.1134360601314431,3.705513155995914,22
3.942164268737108,-0.9006346094600498,6.02218737618842,97.82049948524006,2,B0047,76.12902157245225,0.1052011919938427,4.361148662162351,22
3.835603857711546,-0.9952989017730316,7.2551431598281875,92.80412115460898,2,B0047,76.12902157245225,0.0928670655691598,5.530153533003302,22
3.775116754131278,-0.995826337306468,6.95730595783702,87.77929625104348,2,B0047,76.12902157245225,0.0964576348401557,4.639556527356832,22
3.7130774363502455,-0.9951301582770457,7.161975516695556,82.76606822293083,2,B0047,76.12902157245225,0.0832719831734864,4.783020903244899,22
3.6724238005155874,-0.9952485813228408,7.514754291891383,77.75617774322515,2,B0047,76.12902157245225,0.0936755995766933,4.894660088434384,22
3.638677042714022,-0.9954732557355376,7.8205943433946,72.74051271805442,2,B0047,76.12902157245225,0.1015979625466044,4.781717740509703,22
3.607359679464826,-0.9954477009725036,7.672268862915297,67.72385608816832,2,B0047,76.12902157245225,0.0893979199062249,4.7305302036886685,22
3.567796468081728,-0.9952118350387372,6.974085783693087,62.70911960260808,2,B0047,76.12902157245225,0.1041906657883908,4.562402846046168,22
3.5408307683083784,-0.9952715343335496,7.550490704617095,57.69945992175196,2,B0047,76.12902157245225,0.0962204737260483,5.770663332050326,22
3.5199672441263075,-0.9953800366213028,8.06190120803399,52.67910895061079,2,B0047,76.12902157245225,0.1008349307476123,5.474265579915092,22
3.500782835719523,-0.9949797402556556,8.456177695257288,47.66433623706239,2,B0047,76.12902157245225,0.0989904077825743,5.807774066709926,22
3.470641758485796,-0.9954819355460104,7.515458928429912,42.65076411099173,2,B0047,76.12902157245225,0.1223930446059553,5.799368438294202,22
3.441372600802787,-0.9955726269482128,8.018624406197798,37.63514223049973,2,B0047,76.12902157245225,0.1054767952236519,3.9638143874525857,22
3.417888022110517,-0.9951955250508728,8.604423184598579,32.6195644558546,2,B0047,76.12902157245225,0.0968052387447841,5.383772375623761,22
3.3912657061155262,-0.9956603532649734,9.174065728717212,27.57205451475764,2,B0047,76.12902157245225,0.1174361270132693,4.990758066803084,22
3.3485577346758326,-0.9955526600796216,8.661498645600998,22.48959784011532,2,B0047,76.12902157245225,0.0971053708567817,5.786385474107407,22
